Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
01-JAN-2019,5142,5149.6,5115.3,5143.65,67745058,2592.52
02-JAN-2019,5129.55,5152.25,5070.8,5100.5,155411224,5690.79
03-JAN-2019,5100.2,5116.1,5041.55,5048.45,145049707,5274.33
04-JAN-2019,5058.75,5066.9,4993,5050,137754529,5579.72
07-JAN-2019,5086.45,5100.65,5066.95,5079.25,133386771,4535.65
08-JAN-2019,5092.2,5092.2,5060.4,5076.65,115662892,4254.76
09-JAN-2019,5112.7,5117.9,5017.95,5064.75,161980743,6042.08
10-JAN-2019,5073.65,5075.8,5046.6,5061.65,126026393,4545.96
11-JAN-2019,5060.4,5065.4,5005.5,5035.95,123347377,5828.9
14-JAN-2019,5069.15,5072.7,5010.85,5021.85,189841139,6350.26
15-JAN-2019,5046.65,5148.65,5043.85,5141.7,202349748,8352.12
16-JAN-2019,5157.15,5167.65,5144.95,5157.7,143886898,5369.38
17-JAN-2019,5170.8,5179.8,5140.5,5163.95,141437859,5272.41
18-JAN-2019,5166.05,5203.8,5148.25,5196.35,136132162,7043.22
21-JAN-2019,5215.55,5255.75,5194.3,5232.35,135139593,6858.03
22-JAN-2019,5222.7,5228.5,5186.6,5220.7,131817764,6321.76
23-JAN-2019,5222.9,5231.7,5184,5195.1,126301615,5396.23
24-JAN-2019,5196.25,5246.4,5175.25,5227.55,199981752,6947.3
25-JAN-2019,5233.5,5281.25,5211.25,5229.25,252645930,8103.14
28-JAN-2019,5243.85,5248,5189.95,5210.15,130353163,5304.59
29-JAN-2019,5210.4,5221.5,5157.55,5203.15,170035986,6167.15
30-JAN-2019,5219.3,5227.85,5166.3,5184.95,187540876,7223.15
31-JAN-2019,5201.95,5278.95,5200,5274.7,290716620,9943.69
01-FEB-2019,5275.15,5322.7,5260.9,5309.95,237538229,8237.72
04-FEB-2019,5305.5,5342.65,5281.45,5333.65,159067301,5916.33
05-FEB-2019,5324,5355.8,5318.35,5330.9,126548686,4887.43
06-FEB-2019,5351.15,5419.25,5347.65,5412,149073942,6245.29
07-FEB-2019,5413.65,5441.8,5405.5,5415.7,113444600,4883.08
08-FEB-2019,5394.4,5418.45,5339.4,5352.5,116029159,4862.89
11-FEB-2019,5351.3,5353.65,5316.95,5328.5,142731127,5463.67
12-FEB-2019,5326.35,5331.55,5288.35,5304.8,133292197,5243.2
13-FEB-2019,5319.75,5329.4,5267.35,5279.7,131179597,5246.82
14-FEB-2019,5273.95,5291.25,5243.35,5251.75,447441947,11011.12
15-FEB-2019,5281.85,5284.4,5208.6,5267.8,303952813,8777.15
18-FEB-2019,5269.4,5278.75,5197.1,5211.5,184870458,6440.04
19-FEB-2019,5207.05,5215.7,5139.8,5152.05,127166376,5331.4
20-FEB-2019,5179.65,5247.45,5171.2,5235.2,170203545,6366.51
21-FEB-2019,5236.15,5268.45,5213.15,5251.9,145857157,7063.3
22-FEB-2019,5256.55,5291.65,5243.45,5284.9,182302942,6307.72
25-FEB-2019,5298.75,5351.5,5276.95,5347.45,203196129,6800.21
26-FEB-2019,5300.2,5373.3,5283.65,5349.05,225070989,8637.37
27-FEB-2019,5365.25,5385.7,5304.7,5328.7,201096830,7892.52
28-FEB-2019,5356.65,5356.65,5312.15,5317.15,399012292,12536.96
01-MAR-2019,5340.5,5361.2,5335.15,5355.55,141787734,6046.68
05-MAR-2019,5351.65,5386.55,5337.5,5381.7,157720888,6296.12
06-MAR-2019,5397.65,5418.5,5383.85,5411.2,165984222,6930.39
07-MAR-2019,5422.5,5422.6,5372.85,5380.15,153615025,5674.55
08-MAR-2019,5375.75,5376,5346.2,5358.9,172549182,5894.24
11-MAR-2019,5377.3,5434.7,5371,5427.45,186483152,7421.21
12-MAR-2019,5446.95,5474.2,5442.7,5450.9,170070358,7242.29
13-MAR-2019,5463.75,5463.75,5417.85,5443.65,214670390,8013.7
14-MAR-2019,5458.5,5460.7,5428.15,5438.4,158575239,6376.47
15-MAR-2019,5457.75,5505.55,5449.95,5484.4,231687003,10002.44
18-MAR-2019,5507.35,5523.6,5463.9,5488.55,170859723,6658.2
19-MAR-2019,5512.85,5548.15,5484,5536.05,180713423,6756.62
20-MAR-2019,5550.6,5552.9,5503.3,5512.5,219135057,8254.7
22-MAR-2019,5524,5524.25,5470.05,5482.9,227277105,7834.88
25-MAR-2019,5467.05,5470.2,5440.1,5464.4,170221526,6017.44
26-MAR-2019,5475.85,5512.25,5454.2,5504.55,157269142,6026.46
27-MAR-2019,5522.15,5527.25,5474.3,5484.95,193724812,7361.78
28-MAR-2019,5499.65,5537.8,5497.55,5523.55,269059243,10036.11
29-MAR-2019,5562.6,5577.55,5544.75,5555.3,237604027,8241.02
01-APR-2019,5581.2,5635.7,5574.7,5604.35,195059015,7453.33
02-APR-2019,5627.4,5632.2,5606.7,5625.85,138577641,6258.26
03-APR-2019,5636,5637.4,5578.4,5585.6,141747672,6456.73
04-APR-2019,5586.95,5589.45,5505.65,5526.15,151103764,7125.47
05-APR-2019,5549.2,5574.5,5535.2,5564.45,114930103,5294.07
08-APR-2019,5585.15,5586.8,5525.3,5554.1,137575056,5684.24
09-APR-2019,5558.5,5606.2,5548.6,5600.2,153931024,6574.4
10-APR-2019,5603.3,5615.25,5558.05,5565,147538210,6439.97
11-APR-2019,5570.25,5580.9,5537.7,5555.6,129086639,5535.98
12-APR-2019,5571.9,5588.05,5545.1,5566.55,120036599,5460.31
15-APR-2019,5577.05,5612.85,5563.1,5607.7,144908624,8192.17
16-APR-2019,5629.3,5643.45,5615.4,5626.1,195655282,8238.17
18-APR-2019,5661.55,5661.55,5611.1,5638.4,178093978,8832.81
22-APR-2019,5612.65,5623.1,5576.15,5584.15,125479757,5407.23
23-APR-2019,5588.05,5607,5567.5,5592.35,139270732,5595.87
24-APR-2019,5607,5674.1,5603.45,5665.75,176993336,6936.39
25-APR-2019,5664.15,5688.05,5623.85,5632.55,376414623,11878.36
26-APR-2019,5652.55,5701.9,5648.65,5697.45,187468348,7856.58
30-APR-2019,5684.75,5700.8,5639.9,5694.15,357664572,11140.59
02-MAY-2019,5676.75,5698.6,5643.3,5649.95,239989034,7707.22
