"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP 250","16 Feb 2024","15084.35","15151.75","15079.35","15098.90"
"NIFTY SMALLCAP 250","15 Feb 2024","14922.45","15022.30","14918.85","15002.05"
"NIFTY SMALLCAP 250","14 Feb 2024","14480.30","14844.00","14427.90","14829.25"
"NIFTY SMALLCAP 250","13 Feb 2024","14572.95","14655.10","14253.00","14641.05"
"NIFTY SMALLCAP 250","12 Feb 2024","15165.30","15170.95","14543.95","14589.05"
"NIFTY SMALLCAP 250","09 Feb 2024","15375.25","15379.70","14902.30","15128.35"
"NIFTY SMALLCAP 250","08 Feb 2024","15474.45","15485.70","15310.75","15323.00"
"NIFTY SMALLCAP 250","07 Feb 2024","15423.10","15489.50","15321.05","15390.45"
"NIFTY SMALLCAP 250","06 Feb 2024","15261.60","15340.65","15169.80","15310.15"
"NIFTY SMALLCAP 250","05 Feb 2024","15256.20","15329.00","15087.20","15168.40"
"NIFTY SMALLCAP 250","02 Feb 2024","15193.35","15277.65","15148.50","15175.90"
"NIFTY SMALLCAP 250","01 Feb 2024","15147.10","15165.80","14947.95","15084.20"
"NIFTY SMALLCAP 250","31 Jan 2024","14823.00","15076.15","14818.10","15063.50"
"NIFTY SMALLCAP 250","30 Jan 2024","14817.35","14867.45","14734.75","14749.95"
"NIFTY SMALLCAP 250","29 Jan 2024","14634.95","14747.30","14632.55","14730.25"
"NIFTY SMALLCAP 250","25 Jan 2024","14523.90","14565.55","14447.00","14543.80"
"NIFTY SMALLCAP 250","24 Jan 2024","14246.95","14479.50","14073.15","14467.35"
"NIFTY SMALLCAP 250","23 Jan 2024","14716.95","14739.90","14156.60","14217.35"
"NIFTY SMALLCAP 250","20 Jan 2024","14622.25","14662.60","14581.20","14614.20"
"NIFTY SMALLCAP 250","19 Jan 2024","14510.50","14603.90","14505.50","14548.55"
"NIFTY SMALLCAP 250","18 Jan 2024","14386.30","14455.60","14042.70","14394.95"
"NIFTY SMALLCAP 250","17 Jan 2024","14432.05","14556.35","14337.35","14396.60"
"NIFTY SMALLCAP 250","16 Jan 2024","14627.15","14658.20","14406.90","14549.05"
"NIFTY SMALLCAP 250","15 Jan 2024","14645.25","14676.05","14509.70","14589.00"
"NIFTY SMALLCAP 250","12 Jan 2024","14580.75","14601.30","14540.80","14552.75"
"NIFTY SMALLCAP 250","11 Jan 2024","14442.25","14517.65","14440.20","14498.55"
"NIFTY SMALLCAP 250","10 Jan 2024","14383.65","14410.70","14285.90","14379.85"
"NIFTY SMALLCAP 250","09 Jan 2024","14403.35","14448.75","14336.50","14350.90"
"NIFTY SMALLCAP 250","08 Jan 2024","14445.30","14456.30","14288.15","14298.20"
"NIFTY SMALLCAP 250","05 Jan 2024","14362.75","14402.60","14256.55","14382.40"
"NIFTY SMALLCAP 250","04 Jan 2024","14209.25","14297.75","14207.75","14286.30"
"NIFTY SMALLCAP 250","03 Jan 2024","14142.45","14170.25","14072.20","14141.00"
"NIFTY SMALLCAP 250","02 Jan 2024","14173.30","14212.60","13960.30","14124.25"
"NIFTY SMALLCAP 250","01 Jan 2024","14081.90","14167.95","14074.70","14129.70"
"NIFTY SMALLCAP 250","29 Dec 2023","14005.20","14059.05","13928.75","14041.30"
"NIFTY SMALLCAP 250","28 Dec 2023","13939.50","13968.85","13892.95","13956.55"
"NIFTY SMALLCAP 250","27 Dec 2023","13913.50","13939.75","13799.45","13874.40"
"NIFTY SMALLCAP 250","26 Dec 2023","13848.60","13857.50","13790.15","13833.00"
"NIFTY SMALLCAP 250","22 Dec 2023","13743.40","13830.65","13674.25","13792.00"
"NIFTY SMALLCAP 250","21 Dec 2023","13284.90","13673.50","13176.20","13652.50"
"NIFTY SMALLCAP 250","20 Dec 2023","13963.35","14003.15","13383.65","13425.25"
"NIFTY SMALLCAP 250","19 Dec 2023","13938.95","13960.85","13838.80","13888.95"
"NIFTY SMALLCAP 250","18 Dec 2023","13869.60","13919.60","13784.40","13877.85"
"NIFTY SMALLCAP 250","15 Dec 2023","13802.95","13852.95","13784.95","13820.45"
"NIFTY SMALLCAP 250","14 Dec 2023","13726.95","13775.15","13716.85","13722.75"
"NIFTY SMALLCAP 250","13 Dec 2023","13584.85","13626.30","13513.55","13616.70"
"NIFTY SMALLCAP 250","12 Dec 2023","13611.55","13636.50","13493.15","13529.60"
"NIFTY SMALLCAP 250","11 Dec 2023","13530.75","13575.30","13523.00","13546.35"
"NIFTY SMALLCAP 250","08 Dec 2023","13633.30","13653.30","13396.55","13470.80"
"NIFTY SMALLCAP 250","07 Dec 2023","13573.00","13605.50","13473.45","13586.20"
"NIFTY SMALLCAP 250","06 Dec 2023","13559.20","13567.15","13487.60","13545.40"
"NIFTY SMALLCAP 250","05 Dec 2023","13544.80","13594.40","13415.65","13509.05"
"NIFTY SMALLCAP 250","04 Dec 2023","13559.40","13569.20","13439.05","13489.05"
"NIFTY SMALLCAP 250","01 Dec 2023","13332.65","13381.20","13309.45","13326.60"
"NIFTY SMALLCAP 250","30 Nov 2023","13153.95","13274.30","13083.10","13252.00"
"NIFTY SMALLCAP 250","29 Nov 2023","13090.60","13133.60","13041.55","13112.10"
"NIFTY SMALLCAP 250","28 Nov 2023","13059.85","13080.50","13001.40","13013.90"
"NIFTY SMALLCAP 250","24 Nov 2023","13014.70","13055.85","12975.35","12984.95"
"NIFTY SMALLCAP 250","23 Nov 2023","12919.40","12997.45","12918.45","12962.40"
"NIFTY SMALLCAP 250","22 Nov 2023","13021.55","13033.25","12853.90","12896.20"
"NIFTY SMALLCAP 250","21 Nov 2023","13050.70","13079.55","12991.90","13006.55"
"NIFTY SMALLCAP 250","20 Nov 2023","13024.35","13051.25","12952.60","12981.50"
"NIFTY SMALLCAP 250","17 Nov 2023","12935.20","13023.70","12919.90","12976.90"
"NIFTY SMALLCAP 250","16 Nov 2023","12902.10","12974.05","12878.80","12933.85"
"NIFTY SMALLCAP 250","15 Nov 2023","12879.15","12894.85","12830.80","12878.00"
"NIFTY SMALLCAP 250","13 Nov 2023","12706.55","12753.75","12631.40","12736.75"
"NIFTY SMALLCAP 250","12 Nov 2023","12684.55","12728.20","12682.25","12705.50"
"NIFTY SMALLCAP 250","10 Nov 2023","12492.90","12558.40","12458.10","12547.05"
"NIFTY SMALLCAP 250","09 Nov 2023","12577.90","12581.20","12481.50","12494.35"
"NIFTY SMALLCAP 250","08 Nov 2023","12514.85","12573.35","12506.60","12530.65"
"NIFTY SMALLCAP 250","07 Nov 2023","12424.35","12463.30","12367.15","12456.05"
"NIFTY SMALLCAP 250","06 Nov 2023","12354.35","12396.60","12333.80","12384.35"
"NIFTY SMALLCAP 250","03 Nov 2023","12210.05","12273.45","12208.50","12253.60"
"NIFTY SMALLCAP 250","02 Nov 2023","12097.00","12142.60","12077.95","12130.30"
"NIFTY SMALLCAP 250","01 Nov 2023","12059.00","12100.55","11988.70","12000.50"
"NIFTY SMALLCAP 250","31 Oct 2023","12096.90","12129.90","12006.20","12023.75"
"NIFTY SMALLCAP 250","30 Oct 2023","12068.30","12079.00","11937.15","12033.85"
"NIFTY SMALLCAP 250","27 Oct 2023","11886.45","12051.55","11885.85","12024.90"
"NIFTY SMALLCAP 250","26 Oct 2023","11807.95","11825.90","11493.75","11797.15"
"NIFTY SMALLCAP 250","25 Oct 2023","12003.75","12080.30","11703.65","11853.70"
"NIFTY SMALLCAP 250","23 Oct 2023","12442.40","12456.10","11894.30","11930.40"
"NIFTY SMALLCAP 250","20 Oct 2023","12503.00","12544.00","12380.30","12400.30"
"NIFTY SMALLCAP 250","19 Oct 2023","12452.95","12520.65","12400.25","12500.60"
"NIFTY SMALLCAP 250","18 Oct 2023","12571.00","12590.45","12456.65","12482.35"
"NIFTY SMALLCAP 250","17 Oct 2023","12539.35","12563.20","12499.90","12530.40"
"NIFTY SMALLCAP 250","16 Oct 2023","12441.00","12483.25","12410.50","12446.75"
"NIFTY SMALLCAP 250","13 Oct 2023","12403.75","12469.70","12386.30","12407.45"
"NIFTY SMALLCAP 250","12 Oct 2023","12391.25","12438.50","12389.55","12425.20"
"NIFTY SMALLCAP 250","11 Oct 2023","12320.95","12386.55","12320.05","12336.85"
"NIFTY SMALLCAP 250","10 Oct 2023","12173.90","12262.80","12173.40","12252.25"
"NIFTY SMALLCAP 250","09 Oct 2023","12183.05","12214.75","12077.40","12116.45"
"NIFTY SMALLCAP 250","06 Oct 2023","12277.45","12329.45","12249.05","12316.75"
"NIFTY SMALLCAP 250","05 Oct 2023","12243.55","12291.70","12194.60","12238.55"
"NIFTY SMALLCAP 250","04 Oct 2023","12289.65","12293.80","12104.80","12168.70"
"NIFTY SMALLCAP 250","03 Oct 2023","12259.00","12318.90","12232.45","12307.95"
"NIFTY SMALLCAP 250","29 Sep 2023","12203.05","12266.05","12171.80","12230.40"
"NIFTY SMALLCAP 250","28 Sep 2023","12238.80","12283.75","12132.10","12150.25"
"NIFTY SMALLCAP 250","27 Sep 2023","12124.05","12200.25","12108.30","12188.45"
"NIFTY SMALLCAP 250","26 Sep 2023","12077.75","12136.85","12058.10","12100.75"
"NIFTY SMALLCAP 250","25 Sep 2023","12077.75","12096.30","12023.60","12048.95"
"NIFTY SMALLCAP 250","22 Sep 2023","12062.90","12105.25","11946.20","12038.45"
"NIFTY SMALLCAP 250","21 Sep 2023","12162.35","12215.60","12009.30","12036.70"
"NIFTY SMALLCAP 250","20 Sep 2023","12226.15","12271.60","12113.50","12171.70"
"NIFTY SMALLCAP 250","18 Sep 2023","12344.80","12352.20","12223.60","12241.25"
"NIFTY SMALLCAP 250","15 Sep 2023","12339.60","12368.75","12273.55","12301.65"
"NIFTY SMALLCAP 250","14 Sep 2023","12201.30","12299.95","12199.45","12269.60"
"NIFTY SMALLCAP 250","13 Sep 2023","12019.00","12156.75","11870.40","12121.20"
"NIFTY SMALLCAP 250","12 Sep 2023","12563.45","12573.30","11974.15","12003.00"
"NIFTY SMALLCAP 250","11 Sep 2023","12465.75","12503.85","12462.25","12487.55"
"NIFTY SMALLCAP 250","08 Sep 2023","12363.80","12389.90","12349.20","12367.00"
"NIFTY SMALLCAP 250","07 Sep 2023","12268.00","12313.80","12223.30","12291.95"
"NIFTY SMALLCAP 250","06 Sep 2023","12267.25","12284.20","12186.80","12223.30"
"NIFTY SMALLCAP 250","05 Sep 2023","12212.10","12264.00","12139.85","12216.25"
"NIFTY SMALLCAP 250","04 Sep 2023","12100.95","12169.60","12017.15","12139.85"
"NIFTY SMALLCAP 250","01 Sep 2023","11976.70","12031.65","11959.90","12017.15"
"NIFTY SMALLCAP 250","31 Aug 2023","11865.15","11948.80","11836.80","11931.20"
"NIFTY SMALLCAP 250","30 Aug 2023","11781.85","11829.10","11771.05","11807.90"
"NIFTY SMALLCAP 250","29 Aug 2023","11677.50","11718.10","11676.80","11705.25"
"NIFTY SMALLCAP 250","28 Aug 2023","11612.50","11645.35","11590.00","11627.30"
"NIFTY SMALLCAP 250","25 Aug 2023","11561.35","11612.10","11468.10","11548.90"
"NIFTY SMALLCAP 250","24 Aug 2023","11664.50","11682.55","11566.05","11576.95"
"NIFTY SMALLCAP 250","23 Aug 2023","11552.80","11613.60","11551.50","11591.55"
"NIFTY SMALLCAP 250","22 Aug 2023","11477.60","11520.45","11472.95","11509.70"
"NIFTY SMALLCAP 250","21 Aug 2023","11392.75","11442.80","11375.30","11432.65"
"NIFTY SMALLCAP 250","18 Aug 2023","11375.15","11415.80","11317.15","11338.05"
"NIFTY SMALLCAP 250","17 Aug 2023","11377.35","11426.70","11356.45","11370.95"
"NIFTY SMALLCAP 250","16 Aug 2023","11289.65","11359.60","11270.95","11350.20"
"NIFTY SMALLCAP 250","14 Aug 2023","11369.95","11371.80","11176.10","11302.85"
"NIFTY SMALLCAP 250","11 Aug 2023","11449.30","11454.25","11361.70","11376.50"
"NIFTY SMALLCAP 250","10 Aug 2023","11462.25","11487.35","11387.90","11406.80"
"NIFTY SMALLCAP 250","09 Aug 2023","11402.85","11452.55","11368.20","11435.95"
"NIFTY SMALLCAP 250","08 Aug 2023","11390.30","11396.00","11300.30","11371.55"
"NIFTY SMALLCAP 250","07 Aug 2023","11395.50","11401.95","11333.30","11353.10"
"NIFTY SMALLCAP 250","04 Aug 2023","11303.75","11363.90","11301.85","11317.75"
"NIFTY SMALLCAP 250","03 Aug 2023","11224.40","11286.95","11168.00","11247.50"
"NIFTY SMALLCAP 250","02 Aug 2023","11387.20","11397.55","11137.30","11232.10"
"NIFTY SMALLCAP 250","01 Aug 2023","11403.05","11420.50","11359.75","11377.65"
"NIFTY SMALLCAP 250","31 Jul 2023","11297.05","11367.70","11288.65","11355.00"
"NIFTY SMALLCAP 250","28 Jul 2023","11224.05","11249.80","11196.90","11239.10"
"NIFTY SMALLCAP 250","27 Jul 2023","11225.15","11259.55","11177.75","11193.80"
"NIFTY SMALLCAP 250","26 Jul 2023","11173.85","11208.80","11163.35","11178.75"
"NIFTY SMALLCAP 250","25 Jul 2023","11184.55","11212.90","11127.60","11141.85"
"NIFTY SMALLCAP 250","24 Jul 2023","11158.80","11180.90","11126.15","11136.85"
"NIFTY SMALLCAP 250","21 Jul 2023","11073.00","11126.20","11050.45","11110.55"
"NIFTY SMALLCAP 250","20 Jul 2023","11078.50","11103.00","11057.50","11079.20"
"NIFTY SMALLCAP 250","19 Jul 2023","11009.90","11066.35","11008.65","11049.25"
"NIFTY SMALLCAP 250","18 Jul 2023","11095.45","11109.30","10926.30","10969.35"
"NIFTY SMALLCAP 250","17 Jul 2023","11021.25","11080.95","11018.65","11048.90"
"NIFTY SMALLCAP 250","14 Jul 2023","10874.65","10972.30","10863.05","10962.95"
"NIFTY SMALLCAP 250","13 Jul 2023","10949.20","10977.55","10793.90","10820.35"
"NIFTY SMALLCAP 250","12 Jul 2023","10882.20","10937.90","10874.50","10897.45"
"NIFTY SMALLCAP 250","11 Jul 2023","10777.75","10852.85","10775.85","10843.95"
"NIFTY SMALLCAP 250","10 Jul 2023","10820.00","10829.20","10728.90","10742.35"
"NIFTY SMALLCAP 250","07 Jul 2023","10815.40","10847.70","10732.30","10777.35"
"NIFTY SMALLCAP 250","06 Jul 2023","10736.90","10815.60","10729.35","10808.90"
"NIFTY SMALLCAP 250","05 Jul 2023","10672.40","10728.00","10656.00","10718.90"
"NIFTY SMALLCAP 250","04 Jul 2023","10690.60","10707.25","10605.10","10652.40"
"NIFTY SMALLCAP 250","03 Jul 2023","10604.45","10649.05","10604.00","10637.90"
"NIFTY SMALLCAP 250","30 Jun 2023","10530.00","10559.35","10529.45","10544.20"
"NIFTY SMALLCAP 250","28 Jun 2023","10522.70","10546.00","10482.10","10493.30"
"NIFTY SMALLCAP 250","27 Jun 2023","10458.95","10504.35","10456.30","10473.80"
"NIFTY SMALLCAP 250","26 Jun 2023","10357.75","10424.70","10330.70","10415.80"
"NIFTY SMALLCAP 250","23 Jun 2023","10468.35","10470.05","10306.10","10345.25"
"NIFTY SMALLCAP 250","22 Jun 2023","10566.15","10589.85","10429.85","10454.45"
"NIFTY SMALLCAP 250","21 Jun 2023","10569.20","10598.60","10516.95","10531.85"
"NIFTY SMALLCAP 250","20 Jun 2023","10497.90","10535.25","10469.60","10524.90"
"NIFTY SMALLCAP 250","19 Jun 2023","10505.85","10529.35","10464.95","10482.50"
"NIFTY SMALLCAP 250","16 Jun 2023","10418.00","10478.00","10416.15","10450.10"
"NIFTY SMALLCAP 250","15 Jun 2023","10364.35","10404.15","10348.20","10366.70"
"NIFTY SMALLCAP 250","14 Jun 2023","10341.55","10351.15","10314.30","10334.45"
"NIFTY SMALLCAP 250","13 Jun 2023","10272.20","10318.30","10270.60","10304.90"
"NIFTY SMALLCAP 250","12 Jun 2023","10205.20","10238.30","10175.10","10229.85"
"NIFTY SMALLCAP 250","09 Jun 2023","10199.15","10205.00","10147.95","10164.25"
"NIFTY SMALLCAP 250","08 Jun 2023","10270.00","10277.85","10159.40","10170.75"
"NIFTY SMALLCAP 250","07 Jun 2023","10173.35","10246.90","10172.80","10239.20"
"NIFTY SMALLCAP 250","06 Jun 2023","10102.10","10132.05","10067.65","10125.70"
"NIFTY SMALLCAP 250","05 Jun 2023","10102.80","10124.15","10063.95","10071.25"
"NIFTY SMALLCAP 250","02 Jun 2023","10046.00","10079.85","10034.20","10043.45"
"NIFTY SMALLCAP 250","01 Jun 2023","9944.90","10018.30","9940.30","9995.35"
"NIFTY SMALLCAP 250","31 May 2023","9832.95","9929.80","9821.20","9913.40"
"NIFTY SMALLCAP 250","30 May 2023","9846.90","9863.20","9824.05","9836.90"
"NIFTY SMALLCAP 250","29 May 2023","9854.20","9857.05","9809.65","9831.80"
"NIFTY SMALLCAP 250","26 May 2023","9786.25","9817.20","9761.30","9804.15"
"NIFTY SMALLCAP 250","25 May 2023","9740.25","9767.50","9723.00","9759.15"
"NIFTY SMALLCAP 250","24 May 2023","9714.90","9776.45","9695.25","9729.50"
"NIFTY SMALLCAP 250","23 May 2023","9733.20","9771.75","9719.30","9725.45"
"NIFTY SMALLCAP 250","22 May 2023","9670.85","9723.45","9627.95","9713.55"
"NIFTY SMALLCAP 250","19 May 2023","9704.25","9708.15","9590.25","9674.85"
"NIFTY SMALLCAP 250","18 May 2023","9761.80","9777.65","9660.85","9678.55"
"NIFTY SMALLCAP 250","17 May 2023","9701.35","9739.05","9661.30","9718.30"
"NIFTY SMALLCAP 250","16 May 2023","9708.70","9731.20","9666.75","9676.95"
"NIFTY SMALLCAP 250","15 May 2023","9624.55","9683.65","9574.90","9673.25"
"NIFTY SMALLCAP 250","12 May 2023","9653.25","9667.10","9592.60","9603.30"
"NIFTY SMALLCAP 250","11 May 2023","9621.10","9666.35","9615.45","9640.65"
"NIFTY SMALLCAP 250","10 May 2023","9545.05","9583.85","9495.95","9572.35"
"NIFTY SMALLCAP 250","09 May 2023","9604.20","9638.90","9512.90","9524.00"
"NIFTY SMALLCAP 250","08 May 2023","9538.30","9577.75","9521.60","9564.40"
"NIFTY SMALLCAP 250","05 May 2023","9552.75","9578.65","9482.05","9494.25"
"NIFTY SMALLCAP 250","04 May 2023","9491.30","9557.35","9490.90","9546.90"
"NIFTY SMALLCAP 250","03 May 2023","9449.45","9496.80","9437.20","9465.75"
"NIFTY SMALLCAP 250","02 May 2023","9446.80","9499.55","9437.10","9452.85"
"NIFTY SMALLCAP 250","28 Apr 2023","9345.90","9403.00","9344.30","9392.60"
"NIFTY SMALLCAP 250","27 Apr 2023","9278.50","9312.05","9273.35","9300.85"
"NIFTY SMALLCAP 250","26 Apr 2023","9217.25","9264.00","9213.90","9255.55"
"NIFTY SMALLCAP 250","25 Apr 2023","9191.50","9232.65","9174.20","9205.05"
"NIFTY SMALLCAP 250","24 Apr 2023","9154.85","9187.70","9126.95","9174.10"
"NIFTY SMALLCAP 250","21 Apr 2023","9174.75","9177.20","9089.65","9130.80"
"NIFTY SMALLCAP 250","20 Apr 2023","9156.35","9169.30","9133.50","9148.30"
"NIFTY SMALLCAP 250","19 Apr 2023","9142.75","9170.95","9113.20","9123.40"
"NIFTY SMALLCAP 250","18 Apr 2023","9136.85","9154.55","9101.45","9123.35"
"NIFTY SMALLCAP 250","17 Apr 2023","9094.80","9130.25","9059.50","9116.80"
"NIFTY SMALLCAP 250","13 Apr 2023","9088.50","9118.60","9067.55","9102.50"
"NIFTY SMALLCAP 250","12 Apr 2023","9061.30","9094.70","9047.20","9074.50"
"NIFTY SMALLCAP 250","11 Apr 2023","9033.95","9059.40","9019.45","9040.05"
"NIFTY SMALLCAP 250","10 Apr 2023","9019.20","9024.40","8978.75","8998.70"
"NIFTY SMALLCAP 250","06 Apr 2023","8935.25","8991.15","8909.15","8983.15"
"NIFTY SMALLCAP 250","05 Apr 2023","8885.00","8926.00","8868.55","8916.90"
"NIFTY SMALLCAP 250","03 Apr 2023","8836.00","8877.60","8821.00","8857.30"
"NIFTY SMALLCAP 250","31 Mar 2023","8698.65","8813.35","8697.95","8787.90"
"NIFTY SMALLCAP 250","29 Mar 2023","8510.10","8664.35","8509.90","8654.90"
"NIFTY SMALLCAP 250","28 Mar 2023","8582.35","8591.25","8492.40","8509.90"
"NIFTY SMALLCAP 250","27 Mar 2023","8713.95","8729.80","8559.95","8577.75"
"NIFTY SMALLCAP 250","24 Mar 2023","8844.20","8862.70","8690.10","8707.95"
"NIFTY SMALLCAP 250","23 Mar 2023","8851.35","8884.50","8832.40","8842.30"
"NIFTY SMALLCAP 250","22 Mar 2023","8850.15","8896.45","8845.65","8869.45"
"NIFTY SMALLCAP 250","21 Mar 2023","8824.70","8839.20","8805.30","8820.25"
"NIFTY SMALLCAP 250","20 Mar 2023","8847.35","8909.25","8736.05","8779.80"
"NIFTY SMALLCAP 250","17 Mar 2023","8855.70","8889.35","8822.95","8855.60"
"NIFTY SMALLCAP 250","16 Mar 2023","8847.50","8848.85","8705.90","8797.30"
"NIFTY SMALLCAP 250","15 Mar 2023","8912.10","8949.25","8844.60","8859.20"
"NIFTY SMALLCAP 250","14 Mar 2023","8932.70","8947.80","8809.45","8843.00"
"NIFTY SMALLCAP 250","13 Mar 2023","9096.40","9111.10","8899.10","8922.80"
"NIFTY SMALLCAP 250","10 Mar 2023","9126.05","9142.70","9064.40","9112.40"
"NIFTY SMALLCAP 250","09 Mar 2023","9232.45","9249.75","9162.90","9178.20"
"NIFTY SMALLCAP 250","08 Mar 2023","9159.45","9220.10","9120.10","9208.75"
"NIFTY SMALLCAP 250","06 Mar 2023","9137.00","9219.85","9131.90","9184.10"
"NIFTY SMALLCAP 250","03 Mar 2023","9060.65","9115.25","9060.05","9090.65"
"NIFTY SMALLCAP 250","02 Mar 2023","9054.80","9069.20","9018.60","9027.10"
"NIFTY SMALLCAP 250","01 Mar 2023","8936.05","9041.85","8931.05","9035.05"
"NIFTY SMALLCAP 250","28 Feb 2023","8922.90","8941.20","8886.40","8924.15"
"NIFTY SMALLCAP 250","27 Feb 2023","8995.60","8995.85","8853.45","8893.30"
"NIFTY SMALLCAP 250","24 Feb 2023","9045.40","9076.90","8987.70","8999.10"
"NIFTY SMALLCAP 250","23 Feb 2023","9017.80","9037.35","8929.10","9014.80"
"NIFTY SMALLCAP 250","22 Feb 2023","9071.40","9090.55","8979.20","8998.40"
"NIFTY SMALLCAP 250","21 Feb 2023","9149.40","9154.60","9090.05","9101.25"
"NIFTY SMALLCAP 250","20 Feb 2023","9189.45","9198.55","9110.75","9133.15"
"NIFTY SMALLCAP 250","17 Feb 2023","9177.65","9220.45","9152.80","9162.40"
"NIFTY SMALLCAP 250","16 Feb 2023","9150.90","9214.10","9150.50","9194.35"
"NIFTY SMALLCAP 250","15 Feb 2023","9069.60","9131.20","9066.10","9121.45"
