"Index Name","Date","P/E","P/B","Div Yield %"
"NIFTY MIDCAP 150","26 Aug 2021","27.31","3.45","0.90"
"NIFTY MIDCAP 150","25 Aug 2021","27.26","3.45","0.91"
"NIFTY MIDCAP 150","24 Aug 2021","27.15","3.43","0.91"
"NIFTY MIDCAP 150","23 Aug 2021","26.82","3.39","0.92"
"NIFTY MIDCAP 150","20 Aug 2021","27.03","3.42","0.91"
"NIFTY MIDCAP 150","18 Aug 2021","27.54","3.48","0.89"
"NIFTY MIDCAP 150","17 Aug 2021","27.49","3.47","0.89"
"NIFTY MIDCAP 150","16 Aug 2021","30.59","3.48","0.90"
"NIFTY MIDCAP 150","13 Aug 2021","31.40","3.49","0.90"
"NIFTY MIDCAP 150","12 Aug 2021","31.56","3.50","0.89"
"NIFTY MIDCAP 150","11 Aug 2021","31.89","3.46","0.89"
"NIFTY MIDCAP 150","10 Aug 2021","32.20","3.48","0.87"
"NIFTY MIDCAP 150","09 Aug 2021","34.56","3.53","0.84"
"NIFTY MIDCAP 150","06 Aug 2021","35.09","3.55","0.84"
"NIFTY MIDCAP 150","05 Aug 2021","35.13","3.55","0.84"
"NIFTY MIDCAP 150","04 Aug 2021","35.14","3.55","0.84"
"NIFTY MIDCAP 150","03 Aug 2021","35.20","3.58","0.83"
"NIFTY MIDCAP 150","02 Aug 2021","35.01","3.58","0.83"
"NIFTY MIDCAP 150","30 Jul 2021","34.60","3.53","0.84"
"NIFTY MIDCAP 150","29 Jul 2021","34.55","3.50","0.84"
"NIFTY MIDCAP 150","28 Jul 2021","34.54","3.47","0.85"
"NIFTY MIDCAP 150","27 Jul 2021","33.96","3.49","0.84"
"NIFTY MIDCAP 150","26 Jul 2021","34.12","3.51","0.83"
"NIFTY MIDCAP 150","23 Jul 2021","34.20","3.56","0.84"
"NIFTY MIDCAP 150","22 Jul 2021","34.23","3.67","0.84"
"NIFTY MIDCAP 150","20 Jul 2021","33.87","3.63","0.84"
"NIFTY MIDCAP 150","19 Jul 2021","34.34","3.68","0.83"
"NIFTY MIDCAP 150","16 Jul 2021","34.58","3.70","0.82"
"NIFTY MIDCAP 150","15 Jul 2021","34.50","3.69","0.83"
"NIFTY MIDCAP 150","14 Jul 2021","34.42","3.68","0.81"
"NIFTY MIDCAP 150","13 Jul 2021","34.31","3.67","0.85"
"NIFTY MIDCAP 150","12 Jul 2021","34.21","3.66","0.85"
"NIFTY MIDCAP 150","09 Jul 2021","34.06","3.64","0.85"
"NIFTY MIDCAP 150","08 Jul 2021","33.91","3.62","0.85"
"NIFTY MIDCAP 150","07 Jul 2021","34.04","3.64","0.84"
"NIFTY MIDCAP 150","06 Jul 2021","33.89","3.62","0.85"
"NIFTY MIDCAP 150","05 Jul 2021","33.86","3.62","0.85"
"NIFTY MIDCAP 150","02 Jul 2021","34.70","3.60","0.84"
"NIFTY MIDCAP 150","01 Jul 2021","34.49","3.58","0.87"
"NIFTY MIDCAP 150","30 Jun 2021","34.55","3.59","0.84"
"NIFTY MIDCAP 150","29 Jun 2021","34.49","3.61","0.85"
"NIFTY MIDCAP 150","28 Jun 2021","34.79","3.63","0.87"
"NIFTY MIDCAP 150","25 Jun 2021","34.62","3.61","0.88"
"NIFTY MIDCAP 150","24 Jun 2021","34.31","3.58","0.89"
"NIFTY MIDCAP 150","23 Jun 2021","34.53","3.59","0.88"
"NIFTY MIDCAP 150","22 Jun 2021","34.45","3.59","0.89"
"NIFTY MIDCAP 150","21 Jun 2021","34.57","3.59","0.90"
"NIFTY MIDCAP 150","18 Jun 2021","34.37","3.56","0.90"
"NIFTY MIDCAP 150","17 Jun 2021","34.68","3.64","0.89"
"NIFTY MIDCAP 150","16 Jun 2021","36.20","3.67","0.84"
"NIFTY MIDCAP 150","15 Jun 2021","36.56","3.71","0.82"
"NIFTY MIDCAP 150","14 Jun 2021","36.84","3.69","0.83"
"NIFTY MIDCAP 150","11 Jun 2021","36.99","3.70","0.82"
"NIFTY MIDCAP 150","10 Jun 2021","37.26","3.69","0.82"
"NIFTY MIDCAP 150","09 Jun 2021","36.76","3.63","0.83"
"NIFTY MIDCAP 150","08 Jun 2021","37.39","3.66","0.82"
"NIFTY MIDCAP 150","07 Jun 2021","37.67","3.64","0.83"
"NIFTY MIDCAP 150","04 Jun 2021","37.24","3.59","0.84"
"NIFTY MIDCAP 150","03 Jun 2021","36.99","3.57","0.84"
"NIFTY MIDCAP 150","02 Jun 2021","36.70","3.54","0.84"
"NIFTY MIDCAP 150","01 Jun 2021","36.21","3.49","0.86"
"NIFTY MIDCAP 150","31 May 2021","36.98","3.50","0.85"
"NIFTY MIDCAP 150","28 May 2021","36.93","3.48","0.86"
"NIFTY MIDCAP 150","27 May 2021","37.01","3.48","0.83"
"NIFTY MIDCAP 150","26 May 2021","36.89","3.47","0.84"
"NIFTY MIDCAP 150","25 May 2021","36.90","3.46","0.84"
"NIFTY MIDCAP 150","24 May 2021","36.92","3.46","0.84"
"NIFTY MIDCAP 150","21 May 2021","37.86","3.44","0.84"
"NIFTY MIDCAP 150","20 May 2021","37.74","3.41","0.85"
"NIFTY MIDCAP 150","19 May 2021","39.31","3.42","0.85"
"NIFTY MIDCAP 150","18 May 2021","39.52","3.42","0.91"
"NIFTY MIDCAP 150","17 May 2021","39.17","3.36","0.92"
"NIFTY MIDCAP 150","14 May 2021","39.28","3.31","0.90"
"NIFTY MIDCAP 150","12 May 2021","39.86","3.36","0.89"
"NIFTY MIDCAP 150","11 May 2021","40.17","3.38","0.88"
"NIFTY MIDCAP 150","10 May 2021","39.81","3.35","0.89"
"NIFTY MIDCAP 150","07 May 2021","39.59","3.33","0.89"
"NIFTY MIDCAP 150","06 May 2021","40.01","3.34","0.89"
"NIFTY MIDCAP 150","05 May 2021","39.72","3.32","0.93"
"NIFTY MIDCAP 150","04 May 2021","39.37","3.29","0.94"
"NIFTY MIDCAP 150","03 May 2021","39.73","3.30","0.94"
"NIFTY MIDCAP 150","30 Apr 2021","40.95","3.29","0.94"
"NIFTY MIDCAP 150","29 Apr 2021","41.13","3.30","0.94"
"NIFTY MIDCAP 150","28 Apr 2021","41.33","3.31","0.93"
"NIFTY MIDCAP 150","27 Apr 2021","40.99","3.27","0.94"
"NIFTY MIDCAP 150","26 Apr 2021","40.40","3.23","0.96"
"NIFTY MIDCAP 150","23 Apr 2021","40.10","3.20","0.96"
"NIFTY MIDCAP 150","22 Apr 2021","40.02","3.19","0.97"
"NIFTY MIDCAP 150","20 Apr 2021","39.86","3.18","0.96"
"NIFTY MIDCAP 150","19 Apr 2021","39.77","3.17","0.96"
"NIFTY MIDCAP 150","16 Apr 2021","40.55","3.23","0.92"
"NIFTY MIDCAP 150","15 Apr 2021","40.13","3.20","0.93"
"NIFTY MIDCAP 150","13 Apr 2021","40.12","3.20","0.93"
"NIFTY MIDCAP 150","12 Apr 2021","39.55","3.15","0.94"
"NIFTY MIDCAP 150","09 Apr 2021","41.71","3.33","0.89"
"NIFTY MIDCAP 150","08 Apr 2021","41.65","3.32","0.89"
"NIFTY MIDCAP 150","07 Apr 2021","41.40","3.30","0.90"
"NIFTY MIDCAP 150","06 Apr 2021","40.91","3.26","0.91"
"NIFTY MIDCAP 150","05 Apr 2021","40.65","3.24","0.91"
"NIFTY MIDCAP 150","01 Apr 2021","41.21","3.29","0.89"
"NIFTY MIDCAP 150","31 Mar 2021","40.58","3.24","0.91"
"NIFTY MIDCAP 150","30 Mar 2021","73.56","3.38","1.38"
"NIFTY MIDCAP 150","26 Mar 2021","72.31","3.32","1.40"
"NIFTY MIDCAP 150","25 Mar 2021","71.22","3.27","1.42"
"NIFTY MIDCAP 150","24 Mar 2021","72.53","3.33","1.40"
"NIFTY MIDCAP 150","23 Mar 2021","73.87","3.39","1.37"
"NIFTY MIDCAP 150","22 Mar 2021","73.35","3.37","1.38"
"NIFTY MIDCAP 150","19 Mar 2021","72.76","3.34","1.39"
"NIFTY MIDCAP 150","18 Mar 2021","72.16","3.31","1.40"
"NIFTY MIDCAP 150","17 Mar 2021","73.18","3.36","1.38"
"NIFTY MIDCAP 150","16 Mar 2021","74.83","3.44","1.35"
"NIFTY MIDCAP 150","15 Mar 2021","74.61","3.43","1.36"
"NIFTY MIDCAP 150","12 Mar 2021","75.12","3.45","1.35"
"NIFTY MIDCAP 150","10 Mar 2021","75.33","3.46","1.34"
"NIFTY MIDCAP 150","09 Mar 2021","74.76","3.43","1.36"
"NIFTY MIDCAP 150","08 Mar 2021","75.04","3.45","1.35"
"NIFTY MIDCAP 150","05 Mar 2021","74.76","3.43","1.36"
"NIFTY MIDCAP 150","04 Mar 2021","76.25","3.50","1.33"
"NIFTY MIDCAP 150","03 Mar 2021","75.87","3.48","1.34"
"NIFTY MIDCAP 150","02 Mar 2021","74.68","3.43","1.36"
"NIFTY MIDCAP 150","01 Mar 2021","73.53","3.38","1.38"
"NIFTY MIDCAP 150","26 Feb 2021","72.43","3.32","1.40"
"NIFTY MIDCAP 150","25 Feb 2021","73.32","3.37","1.38"
"NIFTY MIDCAP 150","24 Feb 2021","72.34","3.32","1.40"
"NIFTY MIDCAP 150","23 Feb 2021","71.64","3.29","1.41"
"NIFTY MIDCAP 150","22 Feb 2021","70.96","3.26","1.43"
"NIFTY MIDCAP 150","19 Feb 2021","71.85","3.30","1.41"
"NIFTY MIDCAP 150","18 Feb 2021","72.82","3.34","1.39"
"NIFTY MIDCAP 150","17 Feb 2021","72.61","3.33","1.40"
"NIFTY MIDCAP 150","16 Feb 2021","72.35","3.32","1.40"
"NIFTY MIDCAP 150","15 Feb 2021","72.96","3.30","1.41"
"NIFTY MIDCAP 150","12 Feb 2021","73.12","3.26","1.43"
"NIFTY MIDCAP 150","11 Feb 2021","73.28","3.26","1.42"
"NIFTY MIDCAP 150","10 Feb 2021","70.94","3.26","1.43"
"NIFTY MIDCAP 150","09 Feb 2021","71.00","3.24","1.44"
"NIFTY MIDCAP 150","08 Feb 2021","71.65","3.24","1.44"
"NIFTY MIDCAP 150","05 Feb 2021","73.63","3.19","1.46"
"NIFTY MIDCAP 150","04 Feb 2021","74.50","3.22","1.45"
"NIFTY MIDCAP 150","03 Feb 2021","73.81","3.18","1.46"
"NIFTY MIDCAP 150","02 Feb 2021","72.85","3.13","1.48"
"NIFTY MIDCAP 150","01 Feb 2021","78.21","3.09","1.52"
"NIFTY MIDCAP 150","29 Jan 2021","75.43","3.00","1.57"
"NIFTY MIDCAP 150","28 Jan 2021","76.35","3.00","1.56"
"NIFTY MIDCAP 150","27 Jan 2021","77.03","3.02","1.55"
"NIFTY MIDCAP 150","25 Jan 2021","216.40","3.07","1.53"
"NIFTY MIDCAP 150","22 Jan 2021","257.53","3.09","1.52"
"NIFTY MIDCAP 150","21 Jan 2021","258.71","3.13","1.50"
"NIFTY MIDCAP 150","20 Jan 2021","263.54","3.16","1.48"
"NIFTY MIDCAP 150","19 Jan 2021","263.44","3.13","1.50"
"NIFTY MIDCAP 150","18 Jan 2021","257.85","3.07","1.53"
"NIFTY MIDCAP 150","15 Jan 2021","262.79","3.13","1.50"
"NIFTY MIDCAP 150","14 Jan 2021","265.78","3.16","1.49"
"NIFTY MIDCAP 150","13 Jan 2021","265.56","3.16","1.49"
"NIFTY MIDCAP 150","12 Jan 2021","266.95","3.17","1.48"
"NIFTY MIDCAP 150","11 Jan 2021","265.70","3.16","1.49"
"NIFTY MIDCAP 150","08 Jan 2021","266.08","3.16","1.48"
"NIFTY MIDCAP 150","07 Jan 2021","263.37","3.13","1.50"
"NIFTY MIDCAP 150","06 Jan 2021","260.07","3.09","1.52"
"NIFTY MIDCAP 150","05 Jan 2021","259.14","3.08","1.52"
"NIFTY MIDCAP 150","04 Jan 2021","257.12","3.06","1.54"
"NIFTY MIDCAP 150","01 Jan 2021","253.47","3.01","1.56"
"NIFTY MIDCAP 150","31 Dec 2020","145.06","2.99","1.59"
"NIFTY MIDCAP 150","30 Dec 2020","144.52","2.98","1.60"
"NIFTY MIDCAP 150","29 Dec 2020","144.03","2.97","1.60"
"NIFTY MIDCAP 150","28 Dec 2020","144.16","2.97","1.60"
"NIFTY MIDCAP 150","24 Dec 2020","142.68","2.94","1.62"
"NIFTY MIDCAP 150","23 Dec 2020","142.28","2.93","1.62"
"NIFTY MIDCAP 150","22 Dec 2020","139.08","2.86","1.66"
"NIFTY MIDCAP 150","21 Dec 2020","138.22","2.85","1.67"
"NIFTY MIDCAP 150","18 Dec 2020","144.49","2.98","1.60"
"NIFTY MIDCAP 150","17 Dec 2020","144.70","2.98","1.59"
"NIFTY MIDCAP 150","16 Dec 2020","144.99","2.99","1.59"
"NIFTY MIDCAP 150","15 Dec 2020","143.37","2.96","1.61"
"NIFTY MIDCAP 150","14 Dec 2020","142.96","2.95","1.61"
"NIFTY MIDCAP 150","11 Dec 2020","142.15","2.93","1.62"
"NIFTY MIDCAP 150","10 Dec 2020","141.84","2.92","1.63"
"NIFTY MIDCAP 150","09 Dec 2020","142.89","2.95","1.61"
"NIFTY MIDCAP 150","08 Dec 2020","142.09","2.93","1.62"
"NIFTY MIDCAP 150","07 Dec 2020","141.97","2.93","1.62"
"NIFTY MIDCAP 150","04 Dec 2020","140.49","2.90","1.64"
"NIFTY MIDCAP 150","03 Dec 2020","139.97","2.89","1.65"
"NIFTY MIDCAP 150","02 Dec 2020","139.40","2.87","1.65"
"NIFTY MIDCAP 150","01 Dec 2020","138.56","2.86","1.66"
"NIFTY MIDCAP 150","27 Nov 2020","137.35","2.83","1.68"
"NIFTY MIDCAP 150","26 Nov 2020","134.08","2.76","1.72"
"NIFTY MIDCAP 150","25 Nov 2020","133.15","2.75","1.73"
"NIFTY MIDCAP 150","24 Nov 2020","134.16","2.78","1.71"
"NIFTY MIDCAP 150","23 Nov 2020","133.05","2.76","1.72"
"NIFTY MIDCAP 150","20 Nov 2020","131.51","2.73","1.74"
"NIFTY MIDCAP 150","19 Nov 2020","130.35","2.70","1.76"
"NIFTY MIDCAP 150","18 Nov 2020","130.94","2.71","1.75"
"NIFTY MIDCAP 150","17 Nov 2020","121.82","2.68","1.77"
"NIFTY MIDCAP 150","14 Nov 2020","117.93","2.64","1.80"
"NIFTY MIDCAP 150","13 Nov 2020","117.24","2.63","1.81"
"NIFTY MIDCAP 150","12 Nov 2020","111.44","2.61","1.82"
"NIFTY MIDCAP 150","11 Nov 2020","109.90","2.59","1.83"
"NIFTY MIDCAP 150","10 Nov 2020","108.84","2.58","1.84"
"NIFTY MIDCAP 150","09 Nov 2020","114.21","2.58","1.84"
"NIFTY MIDCAP 150","06 Nov 2020","110.42","2.56","1.85"
"NIFTY MIDCAP 150","05 Nov 2020","109.57","2.54","1.87"
"NIFTY MIDCAP 150","04 Nov 2020","107.85","2.50","1.90"
"NIFTY MIDCAP 150","03 Nov 2020","107.48","2.49","1.91"
"NIFTY MIDCAP 150","02 Nov 2020","116.37","2.47","1.92"
"NIFTY MIDCAP 150","30 Oct 2020","116.29","2.46","1.93"
"NIFTY MIDCAP 150","29 Oct 2020","-","2.45","1.94"
"NIFTY MIDCAP 150","28 Oct 2020","-","2.46","1.93"
"NIFTY MIDCAP 150","27 Oct 2020","-","2.48","1.91"
"NIFTY MIDCAP 150","26 Oct 2020","-","2.45","1.93"
"NIFTY MIDCAP 150","23 Oct 2020","-","2.49","1.91"
"NIFTY MIDCAP 150","22 Oct 2020","-","2.48","1.92"
"NIFTY MIDCAP 150","21 Oct 2020","-","2.46","1.93"
"NIFTY MIDCAP 150","20 Oct 2020","-","2.45","1.94"
"NIFTY MIDCAP 150","19 Oct 2020","-","2.44","1.95"
"NIFTY MIDCAP 150","16 Oct 2020","-","2.43","1.96"
"NIFTY MIDCAP 150","15 Oct 2020","-","2.40","1.98"
"NIFTY MIDCAP 150","14 Oct 2020","-","2.44","1.95"
"NIFTY MIDCAP 150","13 Oct 2020","-","2.44","1.95"
"NIFTY MIDCAP 150","12 Oct 2020","-","2.45","1.94"
"NIFTY MIDCAP 150","09 Oct 2020","-","2.47","1.93"
"NIFTY MIDCAP 150","08 Oct 2020","-","2.47","1.92"
"NIFTY MIDCAP 150","07 Oct 2020","-","2.47","1.92"
"NIFTY MIDCAP 150","06 Oct 2020","-","2.41","1.91"
"NIFTY MIDCAP 150","05 Oct 2020","-","2.39","1.92"
"NIFTY MIDCAP 150","01 Oct 2020","-","2.40","1.92"
"NIFTY MIDCAP 150","30 Sep 2020","-","2.38","1.93"
"NIFTY MIDCAP 150","29 Sep 2020","-","2.38","1.93"
"NIFTY MIDCAP 150","28 Sep 2020","-","2.38","1.93"
"NIFTY MIDCAP 150","25 Sep 2020","-","2.32","1.98"
"NIFTY MIDCAP 150","24 Sep 2020","753.63","2.42","1.44"
"NIFTY MIDCAP 150","23 Sep 2020","769.86","2.47","1.41"
"NIFTY MIDCAP 150","22 Sep 2020","772.73","2.48","1.40"
"NIFTY MIDCAP 150","21 Sep 2020","785.73","2.52","1.38"
"NIFTY MIDCAP 150","18 Sep 2020","813.45","2.61","1.33"
"NIFTY MIDCAP 150","17 Sep 2020","786.36","2.61","1.33"
"NIFTY MIDCAP 150","16 Sep 2020","634.25","2.62","1.32"
"NIFTY MIDCAP 150","15 Sep 2020","473.77","2.61","1.33"
"NIFTY MIDCAP 150","14 Sep 2020","419.94","2.60","1.34"
"NIFTY MIDCAP 150","11 Sep 2020","468.07","2.52","1.37"
"NIFTY MIDCAP 150","10 Sep 2020","454.97","2.50","1.38"
"NIFTY MIDCAP 150","09 Sep 2020","440.73","2.47","1.40"
"NIFTY MIDCAP 150","08 Sep 2020","443.42","2.49","1.39"
"NIFTY MIDCAP 150","07 Sep 2020","389.48","2.52","1.37"
"NIFTY MIDCAP 150","04 Sep 2020","392.86","2.54","1.37"
"NIFTY MIDCAP 150","03 Sep 2020","385.05","2.58","1.34"
"NIFTY MIDCAP 150","02 Sep 2020","381.79","2.56","1.30"
"NIFTY MIDCAP 150","01 Sep 2020","371.27","2.52","1.32"
"NIFTY MIDCAP 150","31 Aug 2020","348.41","2.50","1.33"
"NIFTY MIDCAP 150","28 Aug 2020","360.85","2.60","1.28"
"NIFTY MIDCAP 150","27 Aug 2020","358.69","2.58","1.29"
"NIFTY MIDCAP 150","26 Aug 2020","358.11","2.58","1.29"
"NIFTY MIDCAP 150","25 Aug 2020","374.25","2.57","1.30"
"NIFTY MIDCAP 150","24 Aug 2020","297.97","2.56","1.30"
"NIFTY MIDCAP 150","21 Aug 2020","295.33","2.53","1.32"
"NIFTY MIDCAP 150","20 Aug 2020","293.16","2.52","1.33"
"NIFTY MIDCAP 150","19 Aug 2020","290.85","2.53","1.27"
"NIFTY MIDCAP 150","18 Aug 2020","288.85","2.51","1.28"
"NIFTY MIDCAP 150","17 Aug 2020","285.21","2.48","1.30"
"NIFTY MIDCAP 150","14 Aug 2020","201.88","2.47","1.31"
"NIFTY MIDCAP 150","13 Aug 2020","187.50","2.48","1.30"
"NIFTY MIDCAP 150","12 Aug 2020","184.62","2.45","1.31"
"NIFTY MIDCAP 150","11 Aug 2020","191.14","2.45","1.32"
"NIFTY MIDCAP 150","10 Aug 2020","196.69","2.46","1.31"
"NIFTY MIDCAP 150","07 Aug 2020","85.69","2.43","1.33"
"NIFTY MIDCAP 150","06 Aug 2020","83.34","2.40","1.34"
"NIFTY MIDCAP 150","05 Aug 2020","82.12","2.37","1.36"
"NIFTY MIDCAP 150","04 Aug 2020","81.25","2.36","1.36"
"NIFTY MIDCAP 150","03 Aug 2020","80.12","2.33","1.38"
"NIFTY MIDCAP 150","31 Jul 2020","78.69","2.33","1.38"
"NIFTY MIDCAP 150","30 Jul 2020","80.07","2.33","1.38"
"NIFTY MIDCAP 150","29 Jul 2020","79.88","2.35","1.37"
"NIFTY MIDCAP 150","28 Jul 2020","78.93","2.35","1.36"
"NIFTY MIDCAP 150","27 Jul 2020","78.18","2.38","1.27"
"NIFTY MIDCAP 150","24 Jul 2020","78.47","2.41","1.25"
"NIFTY MIDCAP 150","23 Jul 2020","79.88","2.41","1.25"
"NIFTY MIDCAP 150","22 Jul 2020","79.28","2.40","1.26"
"NIFTY MIDCAP 150","21 Jul 2020","79.16","2.39","1.26"
"NIFTY MIDCAP 150","20 Jul 2020","79.37","2.39","1.26"
"NIFTY MIDCAP 150","17 Jul 2020","77.68","2.36","1.28"
"NIFTY MIDCAP 150","16 Jul 2020","76.94","2.33","1.29"
"NIFTY MIDCAP 150","15 Jul 2020","76.72","2.32","1.30"
"NIFTY MIDCAP 150","14 Jul 2020","76.98","2.33","1.29"
"NIFTY MIDCAP 150","13 Jul 2020","82.38","2.36","1.28"
"NIFTY MIDCAP 150","10 Jul 2020","82.54","2.36","1.28"
"NIFTY MIDCAP 150","09 Jul 2020","83.10","2.38","1.27"
"NIFTY MIDCAP 150","08 Jul 2020","82.96","2.37","1.27"
"NIFTY MIDCAP 150","07 Jul 2020","83.32","2.39","1.26"
"NIFTY MIDCAP 150","06 Jul 2020","82.90","2.38","1.27"
"NIFTY MIDCAP 150","03 Jul 2020","82.00","2.34","1.29"
"NIFTY MIDCAP 150","02 Jul 2020","67.99","2.32","1.30"
"NIFTY MIDCAP 150","01 Jul 2020","68.25","2.30","1.31"
"NIFTY MIDCAP 150","30 Jun 2020","66.98","2.29","1.32"
"NIFTY MIDCAP 150","29 Jun 2020","71.08","2.30","1.31"
"NIFTY MIDCAP 150","26 Jun 2020","65.09","2.33","1.29"
"NIFTY MIDCAP 150","25 Jun 2020","27.02","2.59","1.11"
"NIFTY MIDCAP 150","24 Jun 2020","26.83","2.57","1.12"
"NIFTY MIDCAP 150","23 Jun 2020","27.23","2.59","1.11"
"NIFTY MIDCAP 150","22 Jun 2020","26.67","2.55","1.13"
"NIFTY MIDCAP 150","19 Jun 2020","26.02","2.51","1.14"
"NIFTY MIDCAP 150","18 Jun 2020","25.04","2.48","1.16"
"NIFTY MIDCAP 150","17 Jun 2020","24.75","2.45","1.17"
"NIFTY MIDCAP 150","16 Jun 2020","24.49","2.44","1.18"
"NIFTY MIDCAP 150","15 Jun 2020","23.67","2.43","1.18"
"NIFTY MIDCAP 150","12 Jun 2020","23.92","2.46","1.17"
"NIFTY MIDCAP 150","11 Jun 2020","23.43","2.43","1.18"
"NIFTY MIDCAP 150","10 Jun 2020","23.73","2.46","1.17"
"NIFTY MIDCAP 150","09 Jun 2020","23.50","2.44","1.18"
"NIFTY MIDCAP 150","08 Jun 2020","23.63","2.45","1.17"
"NIFTY MIDCAP 150","05 Jun 2020","23.53","2.44","1.18"
"NIFTY MIDCAP 150","04 Jun 2020","23.04","2.40","1.20"
"NIFTY MIDCAP 150","03 Jun 2020","23.10","2.40","1.20"
"NIFTY MIDCAP 150","02 Jun 2020","22.94","2.38","1.20"
"NIFTY MIDCAP 150","01 Jun 2020","22.63","2.35","1.22"
"NIFTY MIDCAP 150","29 May 2020","21.90","2.29","1.26"
"NIFTY MIDCAP 150","28 May 2020","21.56","2.26","1.27"
"NIFTY MIDCAP 150","27 May 2020","21.06","2.23","1.29"
"NIFTY MIDCAP 150","26 May 2020","21.46","2.22","1.29"
"NIFTY MIDCAP 150","22 May 2020","21.35","2.19","1.31"
"NIFTY MIDCAP 150","21 May 2020","21.46","2.21","1.30"
"NIFTY MIDCAP 150","20 May 2020","21.28","2.19","1.31"
"NIFTY MIDCAP 150","19 May 2020","20.99","2.16","1.33"
"NIFTY MIDCAP 150","18 May 2020","20.88","2.15","1.34"
"NIFTY MIDCAP 150","15 May 2020","21.58","2.24","1.28"
"NIFTY MIDCAP 150","14 May 2020","21.81","2.25","1.28"
"NIFTY MIDCAP 150","13 May 2020","21.91","2.26","1.27"
"NIFTY MIDCAP 150","12 May 2020","21.42","2.21","1.30"
"NIFTY MIDCAP 150","11 May 2020","21.55","2.23","1.29"
"NIFTY MIDCAP 150","08 May 2020","21.47","2.22","1.30"
"NIFTY MIDCAP 150","07 May 2020","21.46","2.23","1.29"
"NIFTY MIDCAP 150","06 May 2020","21.56","2.24","1.28"
"NIFTY MIDCAP 150","05 May 2020","21.47","2.23","1.29"
"NIFTY MIDCAP 150","04 May 2020","21.62","2.24","1.28"
"NIFTY MIDCAP 150","30 Apr 2020","22.49","2.33","1.23"
"NIFTY MIDCAP 150","29 Apr 2020","22.09","2.29","1.25"
"NIFTY MIDCAP 150","28 Apr 2020","21.84","2.26","1.27"
"NIFTY MIDCAP 150","27 Apr 2020","21.59","2.24","1.28"
"NIFTY MIDCAP 150","24 Apr 2020","21.24","2.20","1.31"
"NIFTY MIDCAP 150","23 Apr 2020","21.65","2.24","1.28"
"NIFTY MIDCAP 150","22 Apr 2020","21.41","2.21","1.30"
"NIFTY MIDCAP 150","21 Apr 2020","21.26","2.20","1.31"
"NIFTY MIDCAP 150","20 Apr 2020","21.90","2.27","1.27"
"NIFTY MIDCAP 150","17 Apr 2020","21.80","2.25","1.27"
"NIFTY MIDCAP 150","16 Apr 2020","21.32","2.21","1.30"
"NIFTY MIDCAP 150","15 Apr 2020","21.00","2.17","1.32"
"NIFTY MIDCAP 150","13 Apr 2020","20.72","2.15","1.34"
"NIFTY MIDCAP 150","09 Apr 2020","20.96","2.17","1.33"
"NIFTY MIDCAP 150","08 Apr 2020","20.30","2.10","1.37"
"NIFTY MIDCAP 150","07 Apr 2020","19.97","2.07","1.39"
"NIFTY MIDCAP 150","03 Apr 2020","19.06","1.97","1.46"
"NIFTY MIDCAP 150","01 Apr 2020","19.32","2.00","1.44"
"NIFTY MIDCAP 150","31 Mar 2020","19.67","2.04","1.41"
"NIFTY MIDCAP 150","30 Mar 2020","19.19","1.99","1.45"
"NIFTY MIDCAP 150","27 Mar 2020","19.65","2.04","1.41"
"NIFTY MIDCAP 150","26 Mar 2020","19.73","2.05","1.41"
"NIFTY MIDCAP 150","25 Mar 2020","19.03","1.97","1.46"
"NIFTY MIDCAP 150","24 Mar 2020","18.43","1.91","1.51"
"NIFTY MIDCAP 150","23 Mar 2020","18.24","1.89","1.52"
"NIFTY MIDCAP 150","20 Mar 2020","20.98","2.17","1.32"
"NIFTY MIDCAP 150","19 Mar 2020","20.10","2.08","1.38"
"NIFTY MIDCAP 150","18 Mar 2020","20.95","2.16","1.33"
"NIFTY MIDCAP 150","17 Mar 2020","22.14","2.29","1.26"
"NIFTY MIDCAP 150","16 Mar 2020","22.69","2.34","1.23"
"NIFTY MIDCAP 150","13 Mar 2020","24.10","2.49","1.15"
"NIFTY MIDCAP 150","12 Mar 2020","23.56","2.43","1.18"
"NIFTY MIDCAP 150","11 Mar 2020","25.56","2.64","1.09"
"NIFTY MIDCAP 150","09 Mar 2020","25.75","2.66","1.08"
"NIFTY MIDCAP 150","06 Mar 2020","26.88","2.78","1.03"
"NIFTY MIDCAP 150","05 Mar 2020","27.42","2.83","1.01"
"NIFTY MIDCAP 150","04 Mar 2020","27.36","2.83","1.02"
"NIFTY MIDCAP 150","03 Mar 2020","27.79","2.87","1.00"
"NIFTY MIDCAP 150","02 Mar 2020","27.31","2.82","1.02"
"NIFTY MIDCAP 150","28 Feb 2020","27.50","2.84","1.01"
"NIFTY MIDCAP 150","27 Feb 2020","28.34","2.93","0.98"
"NIFTY MIDCAP 150","26 Feb 2020","28.58","2.95","0.97"
"NIFTY MIDCAP 150","25 Feb 2020","28.92","2.98","0.96"
"NIFTY MIDCAP 150","24 Feb 2020","29.05","3.00","0.96"
"NIFTY MIDCAP 150","20 Feb 2020","29.57","3.05","0.94"
"NIFTY MIDCAP 150","19 Feb 2020","29.35","3.03","0.95"
"NIFTY MIDCAP 150","18 Feb 2020","28.94","2.98","0.96"
"NIFTY MIDCAP 150","17 Feb 2020","29.10","3.00","0.96"
"NIFTY MIDCAP 150","14 Feb 2020","29.07","3.03","0.95"
"NIFTY MIDCAP 150","13 Feb 2020","28.95","3.05","0.94"
