Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
,,,,,173238184,3356.48
,,,,,265079454,5101.06
,,,,,244908753,4580.26
,,,,,303752269,5565.75
,,,,,274198630,5014.29
,,,,,277875205,5216.43
,,,,,320268133,5713.8
,,,,,232487853,4682.62
,,,,,196241335,4178.72
14-JAN-2019,6272.4,6274.3,6233.95,6256.65,232178087,4212.98
15-JAN-2019,6271.35,6298.3,6270.15,6290.5,244437733,4533.56
16-JAN-2019,6294.55,6325.15,6270.65,6280,250657743,5173.68
17-JAN-2019,6290.55,6304.45,6243.9,6264.45,290935408,5898.26
18-JAN-2019,6279.85,6280.35,6227.3,6233.05,232833237,4543.34
21-JAN-2019,6241.25,6248.15,6180.95,6190.15,274809310,4956.28
22-JAN-2019,6180.85,6185.55,6131.85,6182.35,277008446,5887.45
23-JAN-2019,6188.1,6209.95,6162.3,6168,251920506,5112.19
24-JAN-2019,6176.45,6182.45,6137.8,6150.05,207521424,4366.63
25-JAN-2019,6165.45,6181.1,6054.65,6068.6,377390830,6171.22
28-JAN-2019,6061.05,6061.95,5941.2,5966.5,487237038,6376.37
29-JAN-2019,5949.95,5998.1,5932.15,5979.25,418721306,6490.67
30-JAN-2019,5998,6018.65,5964.8,6013.15,369250539,6512.93
31-JAN-2019,6031.2,6052.05,5991.95,6044.65,506115916,7899.72
01-FEB-2019,6068.4,6121.55,6028.9,6076.05,419482045,7879.18
04-FEB-2019,6072.3,6072.3,5999,6035.8,547005894,7835.77
05-FEB-2019,6035.65,6059.5,5971.6,5990.95,704497715,8239.96
06-FEB-2019,5993.75,6005.95,5934.45,5996.55,784893491,9405.16
07-FEB-2019,5998.25,6058,5995.75,6037.15,835313737,8686.27
08-FEB-2019,6021.7,6036.75,5960.9,5967.4,617103785,6992.34
11-FEB-2019,5961.1,5961.7,5868.25,5875.35,433466732,6313.32
12-FEB-2019,5874.05,5897.7,5854.8,5865.7,417735907,6719.7
13-FEB-2019,5884.4,5903.55,5838.95,5849.3,409659269,6662.76
14-FEB-2019,5843.3,5877.9,5814.55,5872.7,486844426,6273.13
15-FEB-2019,5871.95,5872.6,5788.6,5824.55,390441627,5840.92
18-FEB-2019,5824.1,5830.95,5755.35,5762.95,468142620,5523.07
19-FEB-2019,5767.25,5826.25,5766.15,5790.5,389574004,5286.16
20-FEB-2019,5813.55,5847.6,5802.85,5841.25,378101532,5790.18
21-FEB-2019,5858.2,5899.85,5840.25,5895.2,483913695,6464.32
22-FEB-2019,5895.9,5925.8,5892.75,5922.6,433276636,5648.58
25-FEB-2019,5941.4,5949.85,5928.65,5944.75,347590960,5340.5
26-FEB-2019,5888.45,5953.45,5823.8,5939.3,436424319,5993.09
27-FEB-2019,5970.35,6027.2,5914.5,5962.8,445692137,6308.48
28-FEB-2019,5986.1,6001.7,5950.95,5993,468948527,6332.66
01-MAR-2019,6014.85,6071.15,6013.15,6068.85,569383533,5805.66
05-MAR-2019,6078.4,6195.45,6076.1,6193.2,617877119,8017.54
06-MAR-2019,6225.95,6257.8,6206.05,6219.9,572034702,8837.14
07-MAR-2019,6237.75,6245.3,6197.3,6204,528975976,7526.05
08-MAR-2019,6202.6,6217.2,6171.95,6197.55,396572688,5819.75
11-MAR-2019,6217.75,6320.65,6217.5,6317.8,440736821,7173.34
12-MAR-2019,6353.8,6391.45,6341.4,6354,430645759,7806.7
13-MAR-2019,6365.2,6369.35,6317.25,6324.3,354244239,6114.66
14-MAR-2019,6344.1,6356.4,6304.4,6324.6,463136562,7274.65
15-MAR-2019,6344.9,6372.1,6339.6,6364.85,671960098,10752.41
18-MAR-2019,6386.35,6397.15,6329.15,6343.75,479095488,6472.63
19-MAR-2019,6372.2,6391.85,6349.85,6378.45,572965192,8441.91
20-MAR-2019,6388.75,6389.85,6343.65,6353.5,465000642,7376.85
22-MAR-2019,6359,6383.2,6320.2,6327.05,411719907,6308.18
25-MAR-2019,6286.05,6296.7,6252.25,6276.5,408205509,6323.79
26-MAR-2019,6295.95,6341.25,6290.2,6336.9,533866944,7195.49
27-MAR-2019,6360.95,6394.1,6351.45,6371.85,536844179,7877.78
28-MAR-2019,6387.25,6462.6,6381.2,6442.95,575896018,9115.52
29-MAR-2019,6471.35,6509,6463.65,6503.95,662063367,8741.04
01-APR-2019,6530.05,6563.45,6511.3,6522.55,468289318,7432.42
02-APR-2019,6541.8,6546.65,6497.4,6525.2,512851512,7600.41
03-APR-2019,6543.25,6567.1,6453.6,6462.75,451112861,7201.46
04-APR-2019,6472.35,6480.8,6424.5,6453.6,420264208,6566.56
05-APR-2019,6470.75,6502.9,6467.7,6497.9,351953653,6041.06
08-APR-2019,6519.65,6520.85,6429.4,6451.9,337645853,5628.43
09-APR-2019,6457,6462.25,6399.7,6457.55,346678612,5330.35
10-APR-2019,6453.1,6478.6,6437.45,6445.95,304376816,5253.2
11-APR-2019,6449.85,6462.7,6419.45,6448.65,342692785,5161
12-APR-2019,6454.05,6477.2,6447.95,6472.75,318145888,5057.73
15-APR-2019,6493.45,6514.6,6485.3,6505.2,265362743,4664.29
16-APR-2019,6520.25,6529.45,6508.5,6513.1,253174474,4486.85
18-APR-2019,6526.25,6530.05,6441.2,6458.25,404436417,5885.65
22-APR-2019,6443.75,6443.8,6353.2,6360.35,342234872,4645.49
23-APR-2019,6367,6394.4,6341.95,6367.2,405141680,5726.82
24-APR-2019,6382.8,6392.4,6351.35,6384.3,370035005,5396.26
25-APR-2019,6395.65,6417.75,6354.3,6360.15,396683444,5910.67
26-APR-2019,6377.05,6380.4,6318.4,6342.75,360152856,5053.16
