Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
01-JAN-2020,12202.15,12222.2,12165.3,12182.5,304078039,10445.68
02-JAN-2020,12198.55,12289.9,12195.25,12282.2,407697594,15256.55
03-JAN-2020,12261.1,12265.6,12191.35,12226.65,428770054,16827.27
06-JAN-2020,12170.6,12179.1,11974.2,11993.05,396501419,16869.22
07-JAN-2020,12079.1,12152.15,12005.35,12052.95,447818617,17797.68
08-JAN-2020,11939.1,12044.95,11929.6,12025.35,445991640,18281.15
09-JAN-2020,12153.15,12224.05,12132.55,12215.9,477469878,18456.64
10-JAN-2020,12271,12311.2,12213.2,12256.8,660627930,18818.62
13-JAN-2020,12296.7,12337.75,12285.8,12329.55,500968242,17522.13
14-JAN-2020,12333.1,12374.25,12308.7,12362.3,616260555,17948.92
15-JAN-2020,12349.4,12355.15,12278.75,12343.3,684352965,17882.51
16-JAN-2020,12347.1,12389.05,12315.8,12355.5,395670245,16004.06
17-JAN-2020,12328.4,12385.45,12321.4,12352.35,502060615,21397.63
20-JAN-2020,12430.5,12430.5,12216.9,12224.55,491609317,21415.43
21-JAN-2020,12195.3,12230.05,12162.3,12169.85,443976442,18682.65
22-JAN-2020,12218.35,12225.05,12087.9,12106.9,526294513,19758.68
23-JAN-2020,12123.75,12189,12094.1,12180.35,867653663,23829.39
24-JAN-2020,12174.55,12272.15,12149.65,12248.25,593237908,18032.27
27-JAN-2020,12197.1,12216.6,12107,12119,441158138,17988.61
28-JAN-2020,12148.1,12163.55,12024.5,12055.8,478484057,20917.62
29-JAN-2020,12114.9,12169.6,12103.8,12129.5,514362340,20646.18
30-JAN-2020,12147.75,12150.3,12010.6,12035.8,538138743,19372.67
31-JAN-2020,12100.4,12103.55,11945.85,11962.1,771278258,26044.91
01-FEB-2020,11939,12017.35,11633.3,11661.85,537634767,20598.12
03-FEB-2020,11627.45,11749.85,11614.5,11707.9,669815788,25415.26
04-FEB-2020,11786.25,11986.15,11783.4,11979.65,560430291,22338.5
05-FEB-2020,12005.85,12098.15,11953.35,12089.15,758032580,22998.05
06-FEB-2020,12120,12160.6,12084.65,12137.95,565116236,21735.92
07-FEB-2020,12151.15,12154.7,12073.95,12098.35,473475144,16339.61
