Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
01-JAN-2020,28353.45,28436.8,28272.3,28293.35,138671499,2473.8
02-JAN-2020,28325.45,28552.8,28314.55,28535.4,229906379,4109.02
03-JAN-2020,28493.6,28585.9,28385.6,28478.95,236965716,4887.93
06-JAN-2020,28316.45,28338.35,27831.35,27894.9,251654927,4992.58
07-JAN-2020,28049.55,28347.3,27971.75,28101.2,282395888,5273.44
08-JAN-2020,27739.05,28145.4,27738.4,28113.55,499260131,4593.78
09-JAN-2020,28397.1,28517.05,28349.35,28484.3,568303526,5511.42
10-JAN-2020,28556.7,28680.7,28463.25,28556.05,270001708,5203.05
13-JAN-2020,28669.35,28807.45,28631.25,28783.55,276928083,4748.1
14-JAN-2020,28836.5,28917,28770,28845.25,218443697,5119.1
15-JAN-2020,28862.5,28986.05,28716.65,28957.95,283151481,5161.12
16-JAN-2020,29068.2,29101.55,28898.25,28978.6,332827652,4677.17
17-JAN-2020,28957.3,29083.95,28929.25,29034.85,1203642577,4863.54
20-JAN-2020,29122.85,29162.7,28724.4,28754.45,566303599,4847.53
21-JAN-2020,28699.1,28801.2,28583.85,28617.35,808450424,5063.93
22-JAN-2020,28711.35,28742,28552.9,28593,547571882,6117.55
23-JAN-2020,28638.35,28936.75,28604.95,28898.3,826459458,7188.96
24-JAN-2020,28888.6,29204.4,28835.2,29153.75,340096134,5393.14
27-JAN-2020,29058.75,29259.5,28895,28960.75,302957248,4800.22
28-JAN-2020,29034.75,29144.1,28846.95,28888.75,428737198,6676.01
29-JAN-2020,29025.2,29145.7,28980.75,29045.4,340660266,5005.26
30-JAN-2020,29078.75,29094.85,28423.3,28533,411849747,6298.78
31-JAN-2020,28656.1,28694.3,28263.15,28294.6,372809537,6127.79
01-FEB-2020,28283.1,28617.9,27215.6,27340.5,320520918,6111.68
03-FEB-2020,27302.1,27672.45,27193.85,27534.7,358962073,7240.92
04-FEB-2020,27728.85,28243.1,27722.5,28112.45,339261994,8141.86
05-FEB-2020,28235.3,28565.75,28172.05,28537.8,331802455,6705.38
06-FEB-2020,28625.3,28934.7,28599.95,28871.35,444953742,11085.2
07-FEB-2020,28900,29088.25,28814.25,29046.45,364301729,8442.77
10-FEB-2020,29066.95,29075.35,28851.35,28953.7,301117446,5942.05
11-FEB-2020,29086.65,29129.15,28821.2,28854.35,344653397,7237.28
12-FEB-2020,28927.4,29045.95,28743.45,28855.35,518283911,7850.11
13-FEB-2020,28829.5,28844.65,28682.75,28807.6,291899764,5789.68
14-FEB-2020,28790.4,28894.65,28453.5,28501.05,1588581995,6581.41
17-FEB-2020,28513.65,28572.75,28143.4,28169.6,975829450,4721.42
18-FEB-2020,28116.45,28116.45,27750.75,28060.35,843614883,5215.97
19-FEB-2020,28290.2,28643.35,28284.75,28630.75,1199214781,6983.08
20-FEB-2020,28632.2,28958.75,28627.55,28669.8,1218901871,8620.21
24-FEB-2020,28478.8,28599.25,28011.1,28073.9,901624094,6759.02
25-FEB-2020,28217.2,28356.05,27835.25,27863.65,814697493,6929.63
26-FEB-2020,27757.65,27826.25,27401.15,27470.15,532868825,6520.65
27-FEB-2020,27451.5,27458.55,27087.35,27404.3,632236444,6683.73
28-FEB-2020,26859.65,26887.5,26287.9,26482,729355138,10292.97
02-MAR-2020,26870.1,27216.2,26164.4,26404.3,564245515,8706.66
03-MAR-2020,26609.25,27035.55,26557.4,26926.3,579933863,7373.07
04-MAR-2020,27077.35,27103.3,26367.1,26717.15,471520774,7582.19
05-MAR-2020,26874.7,27097.9,26710.85,26877.55,598028285,6959.26
06-MAR-2020,26000.05,26397.7,25905.75,26291.85,580086476,6825.4
09-MAR-2020,25843.85,25899.45,25009.35,25139.45,978827563,7362.06
11-MAR-2020,25065.4,25454.3,24888.1,24955.6,1004340848,6874.34
12-MAR-2020,24047.1,24087.45,22629.65,22776.4,1157846401,8801.82
13-MAR-2020,21140.65,23851.45,20224,23423.8,1807378431,8537.34
16-MAR-2020,22653,23190.15,21998.45,22184.35,1607441821,6679.12
17-MAR-2020,22210,22802.55,21843,22003.15,977059121,6544.99
18-MAR-2020,22300.85,22370.8,20816,20924.75,2592956381,8181.84
19-MAR-2020,19964.05,20975.15,19387.65,20238.25,1031291168,7261.83
20-MAR-2020,20421.75,21369.4,20071.05,20963.8,925603840,8416.43
23-MAR-2020,19308.85,19803.3,18442.95,18524.65,570879654,4234.33
24-MAR-2020,18781,19379.1,18384.05,18720.1,572467091,5028.04
25-MAR-2020,18504.4,19502.7,18482.45,19393,417247613,5234.54
26-MAR-2020,19714.5,20713.5,19490.75,20459.85,554009762,7165.65
27-MAR-2020,21002.4,21482.05,20206.9,20431.6,504853721,7072.53
30-MAR-2020,20085.8,20609.25,19776.5,20263,297354724,4274.51
31-MAR-2020,20788.05,21194.7,20429.35,21116.25,392164493,4845.73
01-APR-2020,21168.3,21286,20592.65,20664.55,401002645,4174.21
03-APR-2020,20730.7,20744.3,20277.25,20399.7,436466163,5701.34
07-APR-2020,21068.5,21766.4,20841.1,21702.3,459826333,7331.29
08-APR-2020,21675.5,22700.45,21565.95,22139.65,549904885,8656.08
09-APR-2020,22602.8,23044.3,22582.3,22898.85,435724412,7990.75
13-APR-2020,22903.55,22950.5,22389.6,22864.5,1086481582,7739
15-APR-2020,23056.15,23598.95,22853.75,23051.15,1069676598,8552.19
16-APR-2020,22950.3,23394.55,22735.7,23222.85,747613721,7504.9
17-APR-2020,23862.15,23917.95,23215,23513.7,992325901,8966.88
20-APR-2020,23726.6,23730.1,23371.25,23395.4,649208265,7573.69
21-APR-2020,22953.35,23183.6,22787.5,23022.85,572172227,8713.45
22-APR-2020,23027.95,23361.3,22769.45,23310.75,736646997,8648.71
23-APR-2020,23438.5,23828.5,23305.9,23372.65,928940289,6771
24-APR-2020,23117.6,23335,22930.8,22963.8,571071458,7970.73
27-APR-2020,23170.75,23490.7,23158.55,23429.25,508458555,7362.8
28-APR-2020,23680.25,23691.6,23234.4,23367.95,550463499,6313.24
29-APR-2020,23498.2,23694.7,23426.55,23624.05,727077340,7085.38
30-APR-2020,23967.45,24164.3,23845.3,24102.75,693100856,8745.46
04-MAY-2020,23432,23486.15,23077.75,23108.95,732616722,8009.11
05-MAY-2020,23435.7,23556.3,22740.9,22791.5,491226293,7592.03
06-MAY-2020,22823.95,23099.8,22527.25,23009.8,730068467,7436.31
07-MAY-2020,22974.15,23125.45,22716.35,22759.85,366604863,5506.12
08-MAY-2020,23030,23123.3,22919.45,22959.5,400797442,5735.83
11-MAY-2020,23182.35,23371.8,23161.9,23201.45,1197778528,6386.35
12-MAY-2020,23087.95,23239.35,22794.95,23164.65,840452937,6718.34
13-MAY-2020,23876.4,23891.75,23359.5,23457.65,858055518,8031.12
14-MAY-2020,23330.05,23535.35,23217.25,23306.6,563833503,7767.3
15-MAY-2020,23378.3,23397.95,23105.8,23177.8,502421149,6742.67
18-MAY-2020,23186.5,23191.85,22365.3,22447.4,665648203,7157.82
19-MAY-2020,22715.5,22868.55,22477.7,22567.8,1150427255,6304.12
20-MAY-2020,22581.5,23070.15,22528.85,23003.1,733989821,5983.48
21-MAY-2020,23097.2,23384.75,23055.9,23283.05,701378591,8125.97
22-MAY-2020,23231.1,23413.15,23011.6,23031.55,641150817,6697.54
26-MAY-2020,23111.95,23175.5,23000.5,23061.8,484724785,5815.36
27-MAY-2020,23089.8,23140.25,22855.35,23088.5,468934877,5629.47
28-MAY-2020,23163.25,23539.95,23114.5,23496.5,859848421,7247.7
29-MAY-2020,23413.15,24152.3,23366.4,24065,2977007826,16181.92
01-JUN-2020,24291.45,24545.15,24273.65,24440.5,988895705,9318.73
02-JUN-2020,24561.7,24716.55,24440.95,24600,1359384723,8998.42
03-JUN-2020,24844.35,25065.95,24673.6,24745.2,1414503799,10687.68
04-JUN-2020,24850.3,25083.85,24585.35,24854.8,1330591935,10162.13
05-JUN-2020,25048.8,25368.25,24947,25324.8,2270186643,9849.17
08-JUN-2020,25681.45,25699.25,25208.7,25329.45,2525497648,11921.4
09-JUN-2020,25489,25666.15,25046.05,25162.65,2026714563,11131.41
10-JUN-2020,25188.75,25241,24963.7,25153.75,1508209734,9073.99
11-JUN-2020,25142,25387.9,24728.55,24768.8,2651788003,10062.39
12-JUN-2020,23913.85,25071.95,23907.35,25018.75,1875892207,9444.18
15-JUN-2020,25053.3,25203.35,24698.5,24793.3,1186178501,8217.63
16-JUN-2020,25119.6,25184.25,24543.75,24863.45,1152211433,7946.56
17-JUN-2020,24784.95,25066.4,24754.65,24883.8,770431336,7376.47
18-JUN-2020,24837.1,24987.5,24789.1,24953.65,1242264883,6465.06
19-JUN-2020,25074.85,25288.9,25039.2,25227,1055817915,14248.14
22-JUN-2020,25479.5,25794.65,25428.35,25723.3,1678603766,10446.9
23-JUN-2020,25871.8,26222.6,25816.35,26188.85,890110410,9987.55
24-JUN-2020,26420.8,26557,25824.3,25911.95,1056542429,10916.77
25-JUN-2020,25774.85,26142.85,25722.7,25931.05,1060361626,9646.52
