Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
01-JAN-2021,5885.65,5975.95,5883,5965.7,955413960,8383.52
04-JAN-2021,6016.15,6091.7,5974.1,6086.25,1392120716,11477.24
05-JAN-2021,6051.05,6151.35,6020.2,6141.4,951252366,10808.36
06-JAN-2021,6165.1,6233.15,6098.15,6191.7,1066182836,13029.19
07-JAN-2021,6252.25,6357.5,6245,6320.7,1100186643,13895.03
08-JAN-2021,6384.15,6410,6351.25,6389.7,902326968,12045.89
11-JAN-2021,6420,6428.35,6302.3,6359.75,663358294,8714.91
12-JAN-2021,6347.05,6460.1,6322.65,6427.7,985031786,11037.58
13-JAN-2021,6472.35,6504.75,6275.3,6385.15,1409837576,13097.96
14-JAN-2021,6398.8,6424.55,6345.75,6390.9,866593913,10490.72
15-JAN-2021,6404.2,6438,6252.45,6328.3,2044612552,13085.88
18-JAN-2021,6330.15,6331.6,6106.55,6164.4,1068802195,10064.39
19-JAN-2021,6209.05,6361.85,6207.7,6347.3,761445191,9918.59
20-JAN-2021,6367.15,6444.1,6352.15,6437.15,741237816,10504.73
21-JAN-2021,6486.4,6512.6,6291.5,6331.75,867047426,12541.75
22-JAN-2021,6346.55,6399.9,6209.2,6244,1115165301,14368.92
25-JAN-2021,6326.1,6352.2,6120.45,6183.6,1020235573,11635.89
27-JAN-2021,6180.2,6181.15,6055.1,6069.15,1016608533,10825.25
28-JAN-2021,5971.5,6096.95,5968.85,6046.3,1123809737,10595.78
29-JAN-2021,6119.9,6160.75,5977.5,6002.65,1075760910,15573.4
01-FEB-2021,6041.55,6293.75,5946.5,6279.45,1107843365,13045.31
02-FEB-2021,6349.45,6489.15,6345.6,6468.7,997103174,15061.49
03-FEB-2021,6518.35,6642.9,6457.1,6584.6,1095569094,14442.74
04-FEB-2021,6596.7,6713.4,6559.8,6698.35,1064158270,16694.4
05-FEB-2021,6745.2,6771.4,6550.8,6581.4,1092988636,14630.67
08-FEB-2021,6634.55,6710.2,6632.35,6695.9,764636847,11077.77
09-FEB-2021,6721.45,6748.6,6642.05,6674.15,892233370,12434.06
10-FEB-2021,6693.6,6769.15,6650.05,6749.95,741908801,13065.01
11-FEB-2021,6732.7,6782.45,6723.5,6758.45,936180911,11151.66
12-FEB-2021,6761.4,6795.6,6702.25,6739.1,896522475,12611.13
15-FEB-2021,6781.85,6876.9,6765.55,6859.65,871116362,15021.39
16-FEB-2021,6883.45,6922.25,6821.6,6885.5,847238617,14331.93
17-FEB-2021,6876.05,6945.75,6862.15,6907.6,991301823,12692.16
18-FEB-2021,6939.45,6972.65,6895.1,6927.15,1033742178,12545.38
19-FEB-2021,6916.2,6945.55,6688.75,6767.75,1309139036,15768.84
22-FEB-2021,6785.45,6812.65,6627.45,6665.85,873254445,12128.32
23-FEB-2021,6698.95,6782.15,6638.2,6762.95,808904204,11309.96
24-FEB-2021,6800.25,6828.2,6746.6,6815.4,649875350,7001.67
25-FEB-2021,6893,6976,6890.65,6959.6,1133384686,13349.69
26-FEB-2021,6853.9,6934.7,6744.55,6796.5,1198187782,14028.07
01-MAR-2021,6859.3,6929.6,6827.15,6914,799026488,10267.22
02-MAR-2021,6964.75,7046.45,6951.25,7033.05,988867712,10973.59
03-MAR-2021,7097.65,7162.6,7081.45,7151.05,883591828,12318.36
04-MAR-2021,7075.7,7208.9,7047,7165,1010552223,12771.74
05-MAR-2021,7138.3,7149.85,6913.15,6964.85,951850107,11584.36
08-MAR-2021,7027.35,7061.1,6965.2,6977.6,651594685,8538.22
09-MAR-2021,7020.45,7047.75,6870.9,6931.65,762799210,8801.6
10-MAR-2021,6992.75,7019.8,6945.65,6996.95,533797339,8046.6
12-MAR-2021,7059.4,7089.7,6931.45,6964.75,792818470,10540.26
15-MAR-2021,7004.2,7004.2,6812.75,6926.95,696562996,9644.24
16-MAR-2021,6952.65,6976.85,6905,6937.05,591076936,8138.3
17-MAR-2021,6940.15,6953.85,6722.7,6741.85,620934128,8204.2
18-MAR-2021,6808.9,6850.25,6580.2,6650.5,878489912,10176.33
19-MAR-2021,6596.25,6772.3,6468.05,6753.25,954029978,12946.98
22-MAR-2021,6752.3,6815.6,6713.95,6797.1,573002947,9811.11
23-MAR-2021,6824.55,6882.45,6817.25,6862.7,544915423,10292.47
24-MAR-2021,6833.1,6877.85,6678.9,6694.65,533969291,9280.84
25-MAR-2021,6715.95,6720.15,6475.55,6550.95,1225099126,11394.32
26-MAR-2021,6632.9,6726.05,6628.85,6681.2,862749263,9114.51
30-MAR-2021,6755.3,6779.5,6706.35,6761.8,600859534,8713.07
31-MAR-2021,6766.55,6802.35,6732.45,6772.1,689306841,7287.49
01-APR-2021,6832.05,6930.25,6789.4,6917.35,735172239,8115.3
05-APR-2021,6905.95,6906.05,6654.25,6767.7,763811594,8811.93
06-APR-2021,6807.25,6855.45,6732.9,6816.4,713999930,8556.07
07-APR-2021,6833.15,6932.55,6814,6908.6,617083219,8546.59
08-APR-2021,6944.3,7007.35,6916.5,6941.8,782944942,10127.53
09-APR-2021,6946.75,6987.3,6880.9,6906.7,628164360,8540.21
12-APR-2021,6765.2,6769.05,6364.7,6417.65,1107296169,12802.39
13-APR-2021,6454.6,6611.75,6423.2,6597.55,737031535,9995.2
